University_Name,Region,Academic_Year,Course_Name,Degree_Level,Subject_Area,Applications_Received,Offers_Made,Students_Admitted,Acceptance_Rate,Enrolment_Rate,Employment_After_6_Months_prcntge,Further_Study_Rate_prcntge,Unemployment_Rate_prcntge,Avg_Salary_GBP,Top_Job_Sector,Student_Population,International_Students_prcntge,Male_Female_Ratio,Student_Satisfaction_Score
University of Edinburgh,South East,2022-2023,Physics (Undergraduate),Undergraduate,Physics,4172,2370,1765,0.57,0.74,63.15,6.11,30.74,27610,Engineering,38863,20.48,1.09,77.52
University of Edinburgh,South East,2018-2019,Mathematics (Undergraduate),Undergraduate,Mathematics,3832,2253,1352,0.59,0.6,80.93,12.78,6.29,47937,Healthcare,38872,17.11,1.19,78.49
University of Edinburgh,South East,2019-2020,Mathematics (Undergraduate),Undergraduate,Mathematics,2363,1386,839,0.59,0.61,68.51,19.58,11.91,47516,Science,25810,39.19,0.92,73.66
University of Edinburgh,South East,2020-2021,Mathematics (Postgraduate),Postgraduate,Mathematics,517,307,224,0.59,0.73,82.55,16.54,0.91,38539,Finance,26882,37.99,0.74,77.86
University of Edinburgh,South East,2021-2022,Mathematics (Undergraduate),Undergraduate,Mathematics,978,599,505,0.61,0.84,82.43,17.31,0.26,27310,Arts,20147,14.26,1.21,68.69
University of Edinburgh,South East,2022-2023,Mathematics (Postgraduate),Postgraduate,Mathematics,447,382,268,0.85,0.7,82.45,11.06,6.49,23547,Engineering,21626,27.57,0.83,87.59
University of Manchester,North West,2018-2019,Computer Science (Undergraduate),Undergraduate,Computer Science,4113,2711,2148,0.66,0.79,61.16,5.75,33.09,40115,IT,28421,16.84,0.79,81.89
University of Manchester,North West,2019-2020,Computer Science (Postgraduate),Postgraduate,Computer Science,792,611,380,0.77,0.62,63.82,6.35,29.83,30153,Science,37789,7.03,0.74,88.96
University of Manchester,North West,2020-2021,Computer Science (Undergraduate),Undergraduate,Computer Science,4518,3276,2734,0.73,0.83,78.98,15.45,5.57,38788,Legal,11588,15.88,0.9,64.57
University of Manchester,North West,2021-2022,Computer Science (Undergraduate),Undergraduate,Computer Science,3297,2353,1724,0.71,0.73,71.18,11.86,16.96,27540,Engineering,12692,34.38,1.28,66.83
University of Manchester,North West,2022-2023,Computer Science (Undergraduate),Undergraduate,Computer Science,3290,2330,1614,0.71,0.69,77.45,13.12,9.43,29626,Finance,16304,23.52,0.91,83.55
University of Manchester,North West,2018-2019,Business and Management (Postgraduate),Postgraduate,Business and Management,1724,1408,1164,0.82,0.83,66.34,14.64,19.02,23348,Arts,32180,36.83,1.16,86.16
University of Manchester,North West,2019-2020,Business and Management (Undergraduate),Undergraduate,Business and Management,1190,962,734,0.81,0.76,80.02,5.32,14.66,29653,Legal,25607,9.97,0.9,87.1
University of Manchester,North West,2020-2021,Business and Management (Undergraduate),Undergraduate,Business and Management,4893,3962,3737,0.81,0.94,71.69,8.31,20,47797,Science,9214,22.79,0.94,84.58
University of Manchester,North West,2021-2022,Business and Management (Undergraduate),Undergraduate,Business and Management,1080,900,645,0.83,0.72,68.89,19.24,11.87,28234,Healthcare,20448,10.24,0.91,92.61
University of Manchester,North West,2022-2023,Business and Management (Postgraduate),Postgraduate,Business and Management,2045,1259,1041,0.62,0.83,92.62,13.55,-6.17,42222,Engineering,26601,9.32,1.09,66.44
University of Manchester,North West,2018-2019,Mechanical Engineering (Undergraduate),Undergraduate,Mechanical Engineering,2421,1989,1403,0.82,0.71,81.1,18.58,0.32,30271,Finance,21291,5.03,0.76,75.48
University of Manchester,North West,2019-2020,Mechanical Engineering (Undergraduate),Undergraduate,Mechanical Engineering,3785,2987,1996,0.79,0.67,79.29,11.21,9.5,39362,Legal,38080,23.85,0.78,91.66
University of Manchester,North West,2020-2021,Mechanical Engineering (Postgraduate),Postgraduate,Mechanical Engineering,4122,2484,1725,0.6,0.69,84.59,7.01,8.4,23725,Healthcare,35336,13.41,0.95,94.52
University of Manchester,North West,2021-2022,Mechanical Engineering (Postgraduate),Postgraduate,Mechanical Engineering,2187,1848,1510,0.84,0.82,89.42,11.4,-0.82,41851,Finance,32149,32.44,1.07,75
University of Manchester,North West,2022-2023,Mechanical Engineering (Postgraduate),Postgraduate,Mechanical Engineering,760,511,384,0.67,0.75,67.24,9.45,23.31,32569,Legal,19883,35.76,1.14,94.08
University of Manchester,North West,2018-2019,Psychology (Postgraduate),Postgraduate,Psychology,3240,2221,1952,0.69,0.88,65.54,9.27,25.19,42501,Arts,25199,33.84,1.04,72.58
University of Manchester,North West,2019-2020,Psychology (Postgraduate),Postgraduate,Psychology,318,241,200,0.76,0.83,85.63,10.02,4.35,23652,Science,23862,20.89,0.95,83.52
University of Manchester,North West,2020-2021,Psychology (Undergraduate),Undergraduate,Psychology,607,379,337,0.62,0.89,83.03,6.13,10.84,23175,Arts,20674,16.01,0.76,67.14
University of Manchester,North West,2021-2022,Psychology (Postgraduate),Postgraduate,Psychology,1401,1215,857,0.87,0.71,77.21,8.13,14.66,22844,Legal,24480,39.28,0.78,91.84
University of Manchester,North West,2022-2023,Psychology (Undergraduate),Undergraduate,Psychology,2466,1783,1512,0.72,0.85,60.98,7.4,31.62,28236,Finance,32135,22.74,1,94.06
University of Manchester,North West,2018-2019,Medicine (Undergraduate),Undergraduate,Medicine,1458,986,751,0.68,0.76,68.83,6.12,25.05,36628,Education,13910,32.67,1.17,69.23
University of Manchester,North West,2019-2020,Medicine (Postgraduate),Postgraduate,Medicine,2892,2433,2115,0.84,0.87,69.11,6.06,24.83,38040,Healthcare,17247,10.72,1,76.37
University of Manchester,North West,2020-2021,Medicine (Undergraduate),Undergraduate,Medicine,1121,905,780,0.81,0.86,76.96,8.81,14.23,47915,Education,8008,37.62,1.23,86.32
University of Manchester,North West,2021-2022,Medicine (Postgraduate),Postgraduate,Medicine,3616,2946,2442,0.81,0.83,61.52,5.73,32.75,30394,IT,21014,35.34,0.93,70.59
University of Manchester,North West,2022-2023,Medicine (Undergraduate),Undergraduate,Medicine,4096,3249,2160,0.79,0.66,83.22,11.24,5.54,24093,Healthcare,11567,12.38,1.21,83.02
University of Manchester,North West,2018-2019,Law (Postgraduate),Postgraduate,Law,4791,2935,2305,0.61,0.79,67.54,7.28,25.18,30422,Education,37314,17.42,0.84,72.26
University of Manchester,North West,2019-2020,Law (Undergraduate),Undergraduate,Law,364,211,158,0.58,0.75,70.35,8.24,21.41,48217,Finance,29100,30.99,1.21,79.35
University of Manchester,North West,2020-2021,Law (Postgraduate),Postgraduate,Law,4943,3406,2663,0.69,0.78,73.22,7.5,19.28,43837,IT,35149,31.58,1.29,82.59
University of Manchester,North West,2021-2022,Law (Undergraduate),Undergraduate,Law,4579,3987,3445,0.87,0.86,86.21,12.1,1.69,30976,Finance,21704,12.51,0.84,86.75
University of Manchester,North West,2022-2023,Law (Undergraduate),Undergraduate,Law,2438,1382,1039,0.57,0.75,68.57,17.25,14.18,40872,Finance,22224,39.92,1.24,94.64
University of Manchester,North West,2018-2019,Economics (Undergraduate),Undergraduate,Economics,4091,3087,2511,0.75,0.81,63.28,9.89,26.83,44785,Science,25901,15.9,0.91,80.19
University of Manchester,North West,2019-2020,Economics (Undergraduate),Undergraduate,Economics,4187,3584,2942,0.86,0.82,72.67,14.73,12.6,38470,Education,34573,31.29,1.21,74.03
University of Manchester,North West,2020-2021,Economics (Postgraduate),Postgraduate,Economics,3924,2828,2204,0.72,0.78,75.85,17.83,6.32,32186,IT,23356,33.81,1.19,67.33
University of Manchester,North West,2021-2022,Economics (Postgraduate),Postgraduate,Economics,847,741,621,0.87,0.84,93.04,6.71,0.25,31990,Education,18824,22.67,0.86,76.81
University of Manchester,North West,2022-2023,Economics (Postgraduate),Postgraduate,Economics,1343,1189,716,0.89,0.6,80.63,10.96,8.41,38544,Legal,9008,18.4,0.99,75.74
University of Manchester,North West,2018-2019,Biological Sciences (Undergraduate),Undergraduate,Biological Sciences,3253,2599,2431,0.8,0.94,78.96,13.99,7.05,32183,Finance,25786,19.57,0.96,61.93
University of Manchester,North West,2019-2020,Biological Sciences (Postgraduate),Postgraduate,Biological Sciences,4325,2302,2113,0.53,0.92,72.02,11.88,16.1,47608,Legal,12609,8.62,1.25,79.72
University of Manchester,North West,2020-2021,Biological Sciences (Undergraduate),Undergraduate,Biological Sciences,2911,2603,2331,0.89,0.9,77.91,9.56,12.53,49650,Arts,31108,20.09,1.21,88.79
University of Manchester,North West,2021-2022,Biological Sciences (Postgraduate),Postgraduate,Biological Sciences,3679,2994,2304,0.81,0.77,85.56,14.18,0.26,33178,Finance,27504,37.89,1.06,76.06
University of Manchester,North West,2022-2023,Biological Sciences (Postgraduate),Postgraduate,Biological Sciences,3478,3090,2054,0.89,0.66,61.05,6.27,32.68,33386,Arts,9543,6.92,1.05,91.33
University of Manchester,North West,2018-2019,Education (Postgraduate),Postgraduate,Education,1462,944,732,0.65,0.78,93.2,9.54,-2.74,27287,Legal,13643,16.79,0.7,77.45
University of Manchester,North West,2019-2020,Education (Postgraduate),Postgraduate,Education,3168,2281,1862,0.72,0.82,60.11,16.94,22.95,25424,IT,15658,23.96,0.73,89.95
University of Manchester,North West,2020-2021,Education (Undergraduate),Undergraduate,Education,1885,1267,916,0.67,0.72,67.19,6.4,26.41,25893,Legal,20342,5.05,1.07,78.25
University of Manchester,North West,2021-2022,Education (Undergraduate),Undergraduate,Education,2979,2343,2058,0.79,0.88,82.18,15.37,2.45,25517,Arts,33487,22.8,1.05,93.24
University of Manchester,North West,2022-2023,Education (Postgraduate),Postgraduate,Education,4559,3196,2781,0.7,0.87,90.97,19.13,-10.1,29574,Legal,32967,18.68,0.85,88.63
University of Manchester,North West,2018-2019,History (Undergraduate),Undergraduate,History,714,614,562,0.86,0.92,70.22,12.06,17.72,28197,Arts,24226,38.61,1.26,65.99
University of Manchester,North West,2019-2020,History (Postgraduate),Postgraduate,History,2768,1432,1338,0.52,0.93,67.4,11.72,20.88,36863,IT,21111,22.37,0.88,93.57
University of Manchester,North West,2020-2021,History (Postgraduate),Postgraduate,History,3970,2974,2046,0.75,0.69,92.1,7.34,0.56,48690,Education,39278,35.06,0.92,68.89
University of Manchester,North West,2021-2022,History (Postgraduate),Postgraduate,History,1162,661,595,0.57,0.9,66.25,19.53,14.22,39437,Healthcare,24945,33.58,1.07,69.94
University of Manchester,North West,2022-2023,History (Postgraduate),Postgraduate,History,4935,2911,2677,0.59,0.92,91.97,11.47,-3.44,33511,Engineering,36434,35.74,0.79,93.75
University of Manchester,North West,2018-2019,Physics (Postgraduate),Postgraduate,Physics,832,735,687,0.88,0.93,67.92,8.57,23.51,35156,Healthcare,21064,23.64,1.11,61.74
University of Manchester,North West,2019-2020,Physics (Postgraduate),Postgraduate,Physics,4569,2531,2054,0.55,0.81,65.16,14.75,20.09,44907,Arts,8462,27.49,1.3,86.35
University of Manchester,North West,2020-2021,Physics (Postgraduate),Postgraduate,Physics,4572,3594,2353,0.79,0.65,64.14,19.87,15.99,27599,Arts,20040,19.86,1.09,85.37
University of Manchester,North West,2021-2022,Physics (Undergraduate),Undergraduate,Physics,3616,1881,1272,0.52,0.68,88.63,13.24,-1.87,29634,Arts,24998,28.58,1.01,62.15
University of Manchester,North West,2022-2023,Physics (Undergraduate),Undergraduate,Physics,1449,927,781,0.64,0.84,87.7,7.66,4.64,24501,Healthcare,39174,37.2,1.03,62.25
University of Manchester,North West,2018-2019,Mathematics (Undergraduate),Undergraduate,Mathematics,3293,2831,1928,0.86,0.68,64.11,5.99,29.9,40714,IT,37077,23.98,0.92,90.11
University of Manchester,North West,2019-2020,Mathematics (Undergraduate),Undergraduate,Mathematics,2233,1472,1387,0.66,0.94,66.01,11.7,22.29,30955,Arts,37320,39.25,1.14,79.43
University of Manchester,North West,2020-2021,Mathematics (Postgraduate),Postgraduate,Mathematics,933,576,472,0.62,0.82,65.94,10.64,23.42,34059,Education,37016,31.74,1.24,64.41
University of Manchester,North West,2021-2022,Mathematics (Undergraduate),Undergraduate,Mathematics,3507,2104,1855,0.6,0.88,64.77,5.02,30.21,48859,Engineering,31528,18.25,0.93,66.28
University of Manchester,North West,2022-2023,Mathematics (Undergraduate),Undergraduate,Mathematics,4125,3051,2692,0.74,0.88,81.31,18.83,-0.14,45978,Legal,27323,25.57,0.74,72.92
University of Bristol,East of England,2018-2019,Computer Science (Postgraduate),Postgraduate,Computer Science,1971,1525,956,0.77,0.63,88.26,14.48,-2.74,47968,Finance,11177,15.31,0.79,60.43
University of Bristol,East of England,2019-2020,Computer Science (Postgraduate),Postgraduate,Computer Science,1849,1234,897,0.67,0.73,87.97,15.94,-3.91,38927,IT,8705,5.21,0.9,60.11
University of Bristol,East of England,2020-2021,Computer Science (Undergraduate),Undergraduate,Computer Science,1221,868,532,0.71,0.61,62.89,15.66,21.45,28302,Healthcare,32281,31.42,1.19,84.74
University of Bristol,East of England,2021-2022,Computer Science (Postgraduate),Postgraduate,Computer Science,1702,1286,1094,0.76,0.85,93.53,17.35,-10.88,41483,Engineering,39712,10.41,0.84,67.85
University of Bristol,East of England,2022-2023,Computer Science (Undergraduate),Undergraduate,Computer Science,2713,1671,1321,0.62,0.79,91.26,8.91,-0.17,34443,Arts,35460,38.48,0.9,63.19
University of Bristol,East of England,2018-2019,Business and Management (Undergraduate),Undergraduate,Business and Management,4964,3743,3360,0.75,0.9,73.26,16.28,10.46,37263,IT,17057,37.68,1.17,75.51
University of Bristol,East of England,2019-2020,Business and Management (Postgraduate),Postgraduate,Business and Management,1763,1331,988,0.75,0.74,81.39,19.05,-0.44,44965,Healthcare,20140,38.44,0.78,85.31
University of Bristol,East of England,2020-2021,Business and Management (Postgraduate),Postgraduate,Business and Management,4954,3049,2170,0.62,0.71,76.88,11.05,12.07,37876,Science,8751,10.68,0.87,85.36
University of Bristol,East of England,2021-2022,Business and Management (Postgraduate),Postgraduate,Business and Management,4299,3388,2534,0.79,0.75,60.17,14.39,25.44,27988,Science,13538,20.45,0.96,71.12
University of Bristol,East of England,2022-2023,Business and Management (Undergraduate),Undergraduate,Business and Management,3085,2561,1634,0.83,0.64,85.14,6.47,8.39,27425,Healthcare,26146,17.71,1.1,68.13
University of Bristol,East of England,2018-2019,Mechanical Engineering (Postgraduate),Postgraduate,Mechanical Engineering,3287,2443,1930,0.74,0.79,87.22,18.96,-6.18,27728,Engineering,28362,15.28,1.21,70.81
University of Bristol,East of England,2019-2020,Mechanical Engineering (Postgraduate),Postgraduate,Mechanical Engineering,2177,1381,917,0.63,0.66,89.5,18.11,-7.61,32959,Education,29902,21.21,0.79,66.36
University of Bristol,East of England,2020-2021,Mechanical Engineering (Undergraduate),Undergraduate,Mechanical Engineering,3852,3005,2015,0.78,0.67,86.45,18.89,-5.34,37884,Finance,9113,36.42,0.94,62.56
University of Bristol,East of England,2021-2022,Mechanical Engineering (Undergraduate),Undergraduate,Mechanical Engineering,2594,2179,2055,0.84,0.94,71.37,10.88,17.75,35176,Finance,35438,28.34,0.76,64.31
University of Bristol,East of England,2022-2023,Mechanical Engineering (Undergraduate),Undergraduate,Mechanical Engineering,3020,2676,1724,0.89,0.64,85.05,15.16,-0.21,30042,Finance,13059,18.17,1.1,82.92
University of Bristol,East of England,2018-2019,Psychology (Postgraduate),Postgraduate,Psychology,3514,2656,2522,0.76,0.95,69.61,6.1,24.29,46201,Legal,33440,16.12,1.18,94.06
University of Bristol,East of England,2019-2020,Psychology (Postgraduate),Postgraduate,Psychology,4266,2721,1674,0.64,0.62,63.16,13.48,23.36,49305,Engineering,9082,36.67,0.86,94.02
University of Bristol,East of England,2020-2021,Psychology (Undergraduate),Undergraduate,Psychology,4480,3495,3314,0.78,0.95,67.41,12.29,20.3,49702,Arts,23011,34.07,1.03,78.49
University of Bristol,East of England,2021-2022,Psychology (Postgraduate),Postgraduate,Psychology,4456,3053,2817,0.69,0.92,92.82,9.61,-2.43,46240,Legal,13941,7.68,1.04,83.43
University of Bristol,East of England,2022-2023,Psychology (Postgraduate),Postgraduate,Psychology,669,460,320,0.69,0.7,67.66,7.14,25.2,30442,Healthcare,19413,23.29,1.03,80.55
University of Bristol,East of England,2018-2019,Medicine (Undergraduate),Undergraduate,Medicine,3421,1974,1448,0.58,0.73,73,12.01,14.99,27952,Education,16516,19.27,1.2,71.89
University of Bristol,East of England,2019-2020,Medicine (Undergraduate),Undergraduate,Medicine,463,381,336,0.82,0.88,93.15,19.83,-12.98,44414,Legal,24451,19.8,0.76,63.7
University of Bristol,East of England,2020-2021,Medicine (Undergraduate),Undergraduate,Medicine,2921,1808,1188,0.62,0.66,72.27,6.14,21.59,43469,Science,20062,21.03,1.18,69.83
University of Bristol,East of England,2021-2022,Medicine (Postgraduate),Postgraduate,Medicine,1618,1091,658,0.67,0.6,64.89,18.29,16.82,37799,Engineering,14892,36.89,0.99,78.26
University of Bristol,East of England,2022-2023,Medicine (Undergraduate),Undergraduate,Medicine,4518,2461,2321,0.54,0.94,60.38,12.05,27.57,38194,Legal,16080,23.85,1.08,79.35
University of Bristol,East of England,2018-2019,Law (Undergraduate),Undergraduate,Law,1245,764,604,0.61,0.79,68.64,14.64,16.72,39738,Healthcare,15231,8.84,0.76,92.87
University of Bristol,East of England,2019-2020,Law (Undergraduate),Undergraduate,Law,3207,2614,1692,0.82,0.65,70.76,15.7,13.54,47174,Engineering,38939,14.85,1.18,75.69
University of Bristol,East of England,2020-2021,Law (Undergraduate),Undergraduate,Law,3828,3213,3013,0.84,0.94,88.68,8.36,2.96,29306,IT,8068,13.79,0.85,83.99
University of Bristol,East of England,2021-2022,Law (Undergraduate),Undergraduate,Law,2121,1670,1243,0.79,0.74,86.9,16.85,-3.75,41542,Education,11046,24.49,0.97,81.81
University of Bristol,East of England,2022-2023,Law (Undergraduate),Undergraduate,Law,2194,1847,1731,0.84,0.94,71.51,13.84,14.65,48707,IT,18989,37.2,0.84,92.18
University of Bristol,East of England,2018-2019,Economics (Postgraduate),Postgraduate,Economics,1176,982,792,0.84,0.81,78.6,14.01,7.39,26108,Science,11009,35.39,0.91,85.59
University of Bristol,East of England,2019-2020,Economics (Undergraduate),Undergraduate,Economics,3152,1818,1528,0.58,0.84,79.37,16.88,3.75,46007,IT,34153,29.43,1.01,79.41
University of Bristol,East of England,2020-2021,Economics (Postgraduate),Postgraduate,Economics,2605,2031,1921,0.78,0.95,87.7,14.54,-2.24,43492,Healthcare,30491,35.63,0.79,62.54
University of Bristol,East of England,2021-2022,Economics (Postgraduate),Postgraduate,Economics,1022,849,569,0.83,0.67,88.49,7.7,3.81,42770,Healthcare,24076,31.46,1.08,90.87
University of Bristol,East of England,2022-2023,Economics (Undergraduate),Undergraduate,Economics,3744,2904,2431,0.78,0.84,92.45,11.89,-4.34,35586,Engineering,17476,33.59,1.14,77.9
University of Bristol,East of England,2018-2019,Biological Sciences (Undergraduate),Undergraduate,Biological Sciences,2405,1756,1198,0.73,0.68,80.12,11.33,8.55,45128,IT,8347,38.85,1.19,86.27
University of Bristol,East of England,2019-2020,Biological Sciences (Postgraduate),Postgraduate,Biological Sciences,2173,1728,1448,0.8,0.84,80.87,19.31,-0.18,38860,Science,13023,25.03,1.05,76.09
University of Bristol,East of England,2020-2021,Biological Sciences (Undergraduate),Undergraduate,Biological Sciences,3599,3041,2191,0.84,0.72,74.52,18.7,6.78,44201,Finance,16873,27.53,0.9,87.34
University of Bristol,East of England,2021-2022,Biological Sciences (Undergraduate),Undergraduate,Biological Sciences,1854,1310,926,0.71,0.71,66.89,6.27,26.84,34918,Engineering,12269,28.4,0.91,65.95
University of Bristol,East of England,2022-2023,Biological Sciences (Undergraduate),Undergraduate,Biological Sciences,4284,3569,3113,0.83,0.87,64.63,16.72,18.65,26379,Legal,28236,7.75,1.16,83.98
University of Bristol,East of England,2018-2019,Education (Postgraduate),Postgraduate,Education,4582,2752,1973,0.6,0.72,86.26,11.45,2.29,40303,Legal,26105,27.79,1.19,73.87
University of Bristol,East of England,2019-2020,Education (Postgraduate),Postgraduate,Education,387,268,164,0.69,0.61,87.81,7.35,4.84,27912,Finance,10680,25.91,1.24,67.9
University of Bristol,East of England,2020-2021,Education (Undergraduate),Undergraduate,Education,1422,1017,921,0.72,0.91,75.43,7.62,16.95,26917,Legal,17544,17.5,0.92,74.43
University of Bristol,East of England,2021-2022,Education (Postgraduate),Postgraduate,Education,4921,4065,3587,0.83,0.88,72.15,9.08,18.77,22613,Science,39567,11.75,0.72,65.46
University of Bristol,East of England,2022-2023,Education (Undergraduate),Undergraduate,Education,2861,2232,1953,0.78,0.88,80.81,6.14,13.05,25672,Education,17021,22.56,1.27,66.06
University of Bristol,East of England,2018-2019,History (Postgraduate),Postgraduate,History,4219,2154,1461,0.51,0.68,66.89,16.5,16.61,26293,IT,30687,32.31,0.9,92.01
University of Bristol,East of England,2019-2020,History (Undergraduate),Undergraduate,History,2836,2209,1888,0.78,0.85,67,11.36,21.64,31160,Education,23250,25.85,0.8,70.15
University of Bristol,East of England,2020-2021,History (Undergraduate),Undergraduate,History,1042,566,358,0.54,0.63,88.05,18.2,-6.25,39592,IT,35254,8.8,0.92,69.65
University of Bristol,East of England,2021-2022,History (Undergraduate),Undergraduate,History,1377,817,708,0.59,0.87,91.76,17.82,-9.58,31959,Education,24999,7.12,1.1,65.68
University of Bristol,East of England,2022-2023,History (Undergraduate),Undergraduate,History,3301,2479,2000,0.75,0.81,63,19.15,17.85,31614,IT,21455,19.06,1.04,76.31
University of Bristol,East of England,2018-2019,Physics (Postgraduate),Postgraduate,Physics,486,340,312,0.7,0.92,76.46,19.94,3.6,24367,Healthcare,25560,35.77,0.97,90.86
University of Bristol,East of England,2019-2020,Physics (Undergraduate),Undergraduate,Physics,2330,1554,1138,0.67,0.73,94.89,15.06,-9.95,25201,Healthcare,37242,38.86,1.09,80.12
University of Bristol,East of England,2020-2021,Physics (Undergraduate),Undergraduate,Physics,1691,1070,928,0.63,0.87,90.56,17.52,-8.08,49385,Science,36564,36.52,1.15,92.3
University of Bristol,East of England,2021-2022,Physics (Undergraduate),Undergraduate,Physics,1402,818,711,0.58,0.87,81.68,17.09,1.23,48407,Science,9713,17.71,1.11,80.44
University of Bristol,East of England,2022-2023,Physics (Postgraduate),Postgraduate,Physics,1793,1109,912,0.62,0.82,79.08,12.43,8.49,36094,Education,37700,25.41,1.14,82.68
University of Bristol,East of England,2018-2019,Mathematics (Postgraduate),Postgraduate,Mathematics,567,356,299,0.63,0.84,67.26,9.1,23.64,39901,IT,25677,32.37,0.97,81.74
University of Bristol,East of England,2019-2020,Mathematics (Postgraduate),Postgraduate,Mathematics,1392,833,717,0.6,0.86,84.41,19.3,-3.71,45180,Healthcare,10973,7.05,0.97,83.09
University of Bristol,East of England,2020-2021,Mathematics (Undergraduate),Undergraduate,Mathematics,3952,2317,2157,0.59,0.93,70.23,14.55,15.22,27286,Healthcare,25956,15.67,0.72,90.97
University of Bristol,East of England,2021-2022,Mathematics (Undergraduate),Undergraduate,Mathematics,1668,1200,797,0.72,0.66,91.2,13.11,-4.31,48843,Education,27219,37.43,1.12,62.66
University of Bristol,East of England,2022-2023,Mathematics (Postgraduate),Postgraduate,Mathematics,2789,2167,1702,0.78,0.79,87.02,18.68,-5.7,29189,Finance,22541,19.71,1.13,73.14
University of Warwick,East of England,2018-2019,Computer Science (Undergraduate),Undergraduate,Computer Science,4711,3953,2506,0.84,0.63,91.19,5.75,3.06,45577,Arts,39285,28.77,0.99,67.59
University of Warwick,East of England,2019-2020,Computer Science (Postgraduate),Postgraduate,Computer Science,4376,2629,2416,0.6,0.92,91.19,16.27,-7.46,34255,Finance,24500,35.16,1.12,90.47
University of Warwick,East of England,2020-2021,Computer Science (Undergraduate),Undergraduate,Computer Science,3488,2777,1678,0.8,0.6,77.3,14.03,8.67,45282,Arts,27870,17.79,1.27,90.33
University of Warwick,East of England,2021-2022,Computer Science (Postgraduate),Postgraduate,Computer Science,3180,2552,2388,0.8,0.94,91.87,18.38,-10.25,34303,Healthcare,28735,9.41,1.07,91.55
University of Warwick,East of England,2022-2023,Computer Science (Undergraduate),Undergraduate,Computer Science,1184,653,435,0.55,0.67,64.13,10.7,25.17,47888,Arts,27921,21.35,1.15,92.52
University of Warwick,East of England,2018-2019,Business and Management (Postgraduate),Postgraduate,Business and Management,4673,3181,2939,0.68,0.92,66.63,5.5,27.87,27043,Finance,9976,39.81,0.7,64.42
University of Warwick,East of England,2019-2020,Business and Management (Postgraduate),Postgraduate,Business and Management,3772,2530,1534,0.67,0.61,65,11.1,23.9,41188,IT,22647,20.7,0.78,66.78
University of Warwick,East of England,2020-2021,Business and Management (Postgraduate),Postgraduate,Business and Management,3257,1794,1521,0.55,0.85,65.83,7.83,26.34,48419,Healthcare,31744,13.94,0.95,79.02
University of Warwick,East of England,2021-2022,Business and Management (Undergraduate),Undergraduate,Business and Management,3489,2000,1272,0.57,0.64,67.03,12.24,20.73,39685,Finance,34460,31.69,1.11,63.28
University of Warwick,East of England,2022-2023,Business and Management (Undergraduate),Undergraduate,Business and Management,4397,3041,2764,0.69,0.91,84.91,8.11,6.98,31519,IT,20944,27.83,1.25,60.3
University of Warwick,East of England,2018-2019,Mechanical Engineering (Undergraduate),Undergraduate,Mechanical Engineering,4687,2582,1786,0.55,0.69,79.42,12.45,8.13,23262,Arts,37753,13.14,0.71,87.74
University of Warwick,East of England,2019-2020,Mechanical Engineering (Undergraduate),Undergraduate,Mechanical Engineering,3718,2303,1665,0.62,0.72,79.53,19.77,0.7,23059,Arts,29517,32.37,1.02,66.67
University of Warwick,East of England,2020-2021,Mechanical Engineering (Undergraduate),Undergraduate,Mechanical Engineering,3205,2540,2180,0.79,0.86,70.07,15.49,14.44,27031,Legal,22481,10.86,1,91.06
University of Warwick,East of England,2021-2022,Mechanical Engineering (Postgraduate),Postgraduate,Mechanical Engineering,1950,1606,1052,0.82,0.66,86.85,18.85,-5.7,32521,Legal,30562,39.35,1.2,73.88
University of Warwick,East of England,2022-2023,Mechanical Engineering (Postgraduate),Postgraduate,Mechanical Engineering,3622,3259,2111,0.9,0.65,93.27,12.45,-5.72,43037,Science,39517,11.96,1.11,65.25
University of Warwick,East of England,2018-2019,Psychology (Postgraduate),Postgraduate,Psychology,2852,1474,1046,0.52,0.71,83.97,6.5,9.53,33231,Engineering,18616,37.39,0.94,90.46
University of Warwick,East of England,2019-2020,Psychology (Undergraduate),Undergraduate,Psychology,368,261,207,0.71,0.79,75.85,16.52,7.63,38977,Arts,12041,15.64,0.96,61.92
University of Warwick,East of England,2020-2021,Psychology (Postgraduate),Postgraduate,Psychology,4558,3968,3375,0.87,0.85,62.76,11.11,26.13,39289,IT,14737,31.39,1.3,85.43
University of Warwick,East of England,2021-2022,Psychology (Undergraduate),Undergraduate,Psychology,2614,1686,1312,0.64,0.78,76.04,7.77,16.19,32860,IT,25605,18.03,1,78.33
University of Warwick,East of England,2022-2023,Psychology (Postgraduate),Postgraduate,Psychology,4556,2412,1931,0.53,0.8,67.69,18.11,14.2,44339,Engineering,10261,6.94,1.24,72.47
University of Warwick,East of England,2018-2019,Medicine (Undergraduate),Undergraduate,Medicine,2514,1382,1254,0.55,0.91,89.92,6.64,3.44,45203,Engineering,13410,11.9,1.24,63.53
University of Warwick,East of England,2019-2020,Medicine (Postgraduate),Postgraduate,Medicine,981,844,554,0.86,0.66,64.84,14.51,20.65,25715,Science,23907,34.63,1.07,76.34
University of Warwick,East of England,2020-2021,Medicine (Undergraduate),Undergraduate,Medicine,365,297,237,0.81,0.8,75.36,6.91,17.73,26327,Engineering,27859,37.86,0.75,60.89
University of Warwick,East of England,2021-2022,Medicine (Undergraduate),Undergraduate,Medicine,2639,1501,1139,0.57,0.76,78.44,5.09,16.47,36283,Legal,9481,10.43,1.14,79.88
